"","imdb","iw","original_title","year","genre","country","language","description","avg_vote","votes","budget","log_budget","usa_gross_income","log_usa_gross_income","worldwide_gross_income","log_worldwide_gross_income","metascore","reviews_from_users","reviews_from_critics","ope","con","ext","agr","neu","age","gender","relation","duration","genre_family","genre_fantasy","genre_sport","genre_biography","genre_crime","genre_romance","genre_animation","genre_music","genre_comedy","genre_war","genre_sci.fi","genre_horror","genre_western","genre_thriller","genre_mystery","genre_drama","genre_action","genre_history","genre_documentary","genre_musical","genre_adventure"
"2345","tt0103793","0","Benny's Video",1992,"Crime, Drama","Austria, Switzerland","German, English, Arabic, French","A 14-year-old video enthusiast is so caught up in film fantasy that he can no longer relate to the real world, to such an extent that he commits murder and records an on-camera confession for his parents.",7.2,13853,NA,NA,NA,NA,NA,NA,60,39,56,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346","tt0103850","0","Bob Roberts",1992,"Comedy, Drama","USA, UK","English","A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",7,12975,NA,NA,4479470,15.3150152938213,4479470,15.3150152938213,70,104,46,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347","tt0103855","0","The Bodyguard",1992,"Action, Drama, Music","USA","English","A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",6.3,116573,NA,NA,122006740,18.6195868470732,411006740,19.8341201713528,39,162,60,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348","tt0103859","0","Boomerang",1992,"Comedy, Drama, Romance","USA","English, French","A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.",5.5,25363,NA,NA,70052444,18.0647547195034,131052444,18.6911081369303,45,57,24,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2349","tt0103873","0","Braindead",1992,"Action, Comedy, Fantasy","New Zealand","English, Spanish","A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.",7.5,90060,NA,NA,242623,12.3992640772637,242623,12.3992640772637,54,584,170,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350","tt0103874","0","Dracula",1992,"Horror","USA","English, Romanian, Greek, Bulgarian, Latin","The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.",7.4,187216,NA,NA,82522790,18.2285850555812,215862692,19.1901530783298,57,749,192,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351","tt0103893","0","Buffy the Vampire Slayer",1992,"Action, Comedy, Fantasy","USA","English","Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.",5.7,38966,NA,NA,16624456,16.6263854221663,16624456,16.6263854221663,48,251,77,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2352","tt0103905","0","C'est arrivé près de chez vous",1992,"Comedy, Crime, Drama","Belgium","French","A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.",7.5,35566,NA,NA,205569,12.2335370229849,205569,12.2335370229849,67,226,99,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353","tt0103919","0","Candyman",1992,"Horror, Thriller","USA, UK","English","The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",6.6,68119,NA,NA,25792310,17.065586943447,25794159,17.0656586289117,61,269,168,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2354","tt0103923","0","Captain America",1990,"Action, Adventure, Sci-Fi","USA, Yugoslavia","English","Frozen in the ice for decades, Captain America is freed to battle against archcriminal The Red Skull.",3.2,11061,107,4.67282883446191,NA,NA,NA,NA,NA,135,90,0.3269,-0.1528,-0.1909,-0.1538,0.1294,23.978,0.2855,0.3547,97,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"2355","tt0103924","0","Captain Ron",1992,"Adventure, Comedy","USA","English","A Chicagoan inherits an old yacht. He, his wife, daughter and son fly to a Caribbean island and hire a dubious Captain Ron to sail them on an adventure to Miami.",5.8,20023,NA,NA,22518097,16.9298298550009,22518097,16.9298298550009,39,90,13,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2356","tt0103939","0","Chaplin",1992,"Biography, Comedy, Drama","UK, France, Italy, Japan, USA","English","A film about the troubled and controversial life of the master comedy filmmaker",7.6,52379,NA,NA,9493259,16.0660925257531,9493259,16.0660925257531,47,179,70,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357","tt0103950","0","Sing si lip yan",1993,"Action, Comedy, Crime","Hong Kong, Japan","Cantonese","A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",6.5,9758,NA,NA,NA,NA,NA,NA,NA,66,48,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358","tt0103956","0","Child's Play 3",1991,"Horror, Thriller","UK, USA","English","Chucky returns for revenge against Andy, the young boy who defeated him, and now a teenager living in a military academy.",5.1,35127,NA,NA,14960255,16.5209075758199,20560255,16.8388704011981,27,178,72,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359","tt0103994","0","Como agua para chocolate",1992,"Drama, Romance","Mexico","Spanish, English","When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",7.1,16662,NA,NA,21665468,16.8912302145845,21744201,16.8948576592597,86,164,35,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360","tt0104009","0","Cool World",1992,"Animation, Comedy, Fantasy","USA","English","A comic strip femme fatale seeks to seduce her cartoonist creator in order to cross over into the real world.",4.9,20371,NA,NA,14110589,16.4624360664021,14110589,16.4624360664021,28,102,50,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","tt0104029","0","Cronos",1993,"Horror","Mexico","Spanish, English","A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.",6.7,26368,NA,NA,621392,13.3397174017031,621392,13.3397174017031,70,97,102,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362","tt0104036","0","The Crying Game",1992,"Crime, Drama, Romance","UK, Japan","English","A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world.",7.2,50217,NA,NA,62548947,17.9514599602031,62548947,17.9514599602031,90,177,72,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363","tt0104040","0","The Cutting Edge",1992,"Comedy, Drama, Romance","USA","English, French, Russian","A temperamental figure skater and a former hockey player try to win Olympic gold as a figure skating pairs team.",6.9,18445,NA,NA,25105517,17.0385981807462,25105517,17.0385981807462,NA,146,29,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","tt0104070","0","Death Becomes Her",1992,"Comedy, Fantasy, Horror","USA","English","When a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival.",6.6,100720,NA,NA,58422650,17.8832142150728,149022650,18.8196088657797,56,217,85,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365","tt0104073","0","Deep Cover",1992,"Action, Crime, Thriller","USA","English","A uniformed cop is recruited by a drug enforcement agent to infiltrate a drug smuggling ring looking to expand its operation.",6.9,8660,NA,NA,16639799,16.6273079139575,16639799,16.6273079139575,NA,65,29,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366","tt0104114","0","The Distinguished Gentleman",1992,"Comedy, Crime","USA","English","A conman discovers during a ""job"" that US Congress is where the money is. ""Name recognition"" gets him elected. Will he develop a conscience?",5.9,14962,NA,NA,46666502,17.6585371633278,46666502,17.6585371633278,45,46,16,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367","tt0104181","0","Wuthering Heights",1992,"Drama, History, Romance","UK, USA","English","A man becomes obsessed with vengeance when his soul mate marries another man.",6.8,12028,NA,NA,NA,NA,NA,NA,NA,100,7,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","tt0104187","0","Encino Man",1992,"Comedy","USA","English","When they find a frozen caveman in their back yard, two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.",5.8,36720,NA,NA,40693477,17.5215783672979,40693477,17.5215783672979,25,76,31,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","tt0104231","0","Far and Away",1992,"Adventure, Drama, Romance","USA","English","A young Irish couple flee to the States, but subsequently struggle to obtain land and prosper freely.",6.6,57850,NA,NA,58883840,17.8910772476496,137783840,18.7411966382592,49,145,37,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370","tt0104237","0","Damage",1992,"Drama, Romance","UK, France","English, French, German, Italian","A member of Parliament falls passionately in love with his son's fiancée despite the dangers of discovery.",6.8,16008,NA,NA,7532911,15.834792112056,7532911,15.834792112056,NA,97,33,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371","tt0104254","1","FernGully: The Last Rainforest",1992,"Animation, Adventure, Family","Australia, USA","English","The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus.",6.5,26710,NA,NA,24650296,17.0202994664945,32710894,17.3032187302325,67,81,37,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","tt0104257","0","A Few Good Men",1992,"Drama, Thriller","USA","English, French","Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.",7.7,229444,407,6.00881318544259,141340178,18.7666801526007,243240178,19.3095599000034,62,391,88,0.1967,0.1459,-0.1639,-0.106,0.1825,26.9247,0.491,0.3594,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2373","tt0104265","0","Final Analysis",1992,"Drama, Thriller","USA","English","A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.",5.9,12999,NA,NA,28590665,17.1685908239091,28590665,17.1685908239091,NA,48,31,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374","tt0104291","0","Forever Young",1992,"Drama, Romance, Sci-Fi","USA","English","During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.",6.3,43708,NA,NA,55956187,17.8400795674844,127956187,18.6671984742271,NA,59,22,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","tt0104299","0","Freejack",1992,"Action, Crime, Sci-Fi","USA","English","Bounty hunters from the future transport a doomed race car driver to New York City in 2009, where his mind will be replaced with that of a dead billionaire.",5.4,14676,NA,NA,17129026,16.6562850093726,17129026,16.6562850093726,NA,71,45,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","tt0104346","0","Gladiator",1992,"Action, Drama, Sport","USA","English","Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",6.5,8035,NA,NA,9223441,16.0372587363192,9223441,16.0372587363192,NA,43,13,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377","tt0104348","0","Glengarry Glen Ross",1992,"Crime, Drama, Mystery","USA","English","An examination of the machinations behind the scenes at a real estate office.",7.7,93872,NA,NA,10725228,16.1881092812936,10725228,16.1881092812936,82,401,124,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","tt0104389","0","The Hand That Rocks the Cradle",1992,"Drama, Thriller","USA","English","After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",6.6,37217,NA,NA,88036683,18.2932641378564,88036683,18.2932641378564,64,132,46,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","tt0104409","0","Hellraiser III: Hell on Earth",1992,"Horror","USA, UK","English","An investigative reporter must send the newly unbound Pinhead and his legions back to Hell.",5.5,26806,NA,NA,12534961,16.3440321782813,12534961,16.3440321782813,50,181,123,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380","tt0104412","0","Hero",1992,"Comedy, Drama, Romance","USA","English","A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",6.5,20863,NA,NA,19507345,16.7863016192796,19507345,16.7863016192796,NA,73,29,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","tt0104427","0","Hoffa",1992,"Biography, Crime, Drama","USA","English, Italian, Latin","The story of the notorious American labor union figure",6.6,21022,NA,NA,24276506,17.0050196093522,29302121,17.1931704604458,50,74,38,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","tt0104431","0","Home Alone 2: Lost in New York",1992,"Adventure, Comedy, Crime","USA","English, French","One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind.",6.8,291374,NA,NA,173585516,18.9721809235301,365154932,19.7158322927172,NA,263,62,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","tt0104437","0","Honey, I Blew Up the Kid",1992,"Adventure, Comedy, Family","USA","English","The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.",4.9,40421,NA,NA,58662452,17.8873104208445,58662452,17.8873104208445,50,57,18,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","tt0104438","0","Honeymoon in Vegas",1992,"Comedy, Romance, Thriller","USA","English, Hawaiian","Jack loses $65,000 in poker in Las Vegas, where he's marrying Betsy. The wedding will have to wait as the poker winner wants the weekend with Betsy to cancel the debt. She accepts. Whom will she marry?",5.8,16603,NA,NA,35208854,17.3768081430298,35208854,17.3768081430298,NA,55,45,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","tt0104452","0","HouseSitter",1992,"Comedy, Romance","USA","English","Con artist Gwen moves into Newton's empty home without his knowledge and begins setting up house, posing as his new wife.",6.1,22116,NA,NA,58500635,17.884548166844,94900635,18.3683409548117,NA,60,22,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","tt0104454","0","Howards End",1992,"Drama, Romance","UK, Japan, USA","English, German","A businessman thwarts his wife's bequest of an estate to another woman.",7.4,28081,NA,NA,26126837,17.0784735815667,26320080,17.0858427039304,89,101,66,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","tt0104466","0","Husbands and Wives",1992,"Comedy, Drama, Romance","USA","English","When their best friends announce that they're separating, a professor and his wife discover the faults in their own marriage.",7.5,26864,NA,NA,10555619,16.1721688827368,10555619,16.1721688827368,NA,89,58,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","tt0104507","0","Indochine",1992,"Drama, Romance, War","France","French, Vietnamese","Eliane adopts Camille, whose Vietnamese parents were friends. In 1930, a French navy officer is interested in Eliane (owns 60km2 plantation) and later in Camille. There's an uprising in Vietnam against French colonial power.",7.1,9109,NA,NA,5603158,15.5388409253288,5603158,15.5388409253288,NA,58,28,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","tt0104511","0","Innocent Blood",1992,"Action, Comedy, Crime","USA","English","Marie is a vampire with a thirst for bad guys. When she fails to properly dispose of one of her victims, a violent mob boss, she bites off more than she can chew and faces a new, immortal danger.",6.2,9066,NA,NA,4943279,15.4135394341516,4943279,15.4135394341516,NA,82,52,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","tt0104545","0","Jamón Jamón",1992,"Comedy, Drama, Romance","Spain","Spanish","When a mother disapproves of her son's lover, she hires an underwear model and former bullfighter to seduce her away.",6.4,12002,NA,NA,938473,13.7520093652821,NA,NA,NA,44,23,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","tt0104549","0","Jennifer Eight",1992,"Crime, Drama, Mystery","Canada, USA, UK","English","John Berlin, a big-city cop from Los Angeles, moves to a small-town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues John meets a...",6.3,15085,NA,NA,11390479,16.2482883889728,11390479,16.2482883889728,NA,72,31,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","tt0104558","0","Ging chaat goo si III: Chiu kup ging chaat",1992,"Action, Comedy, Crime","Hong Kong","Cantonese, English, Mandarin, Malay, Thai","A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.",6.9,18979,NA,NA,16270600,16.6048703562043,16270600,16.6048703562043,NA,72,44,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","tt0104561","0","Jo Jeeta Wohi Sikandar",1992,"Comedy, Drama, Romance","India","Hindi, English","A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race.",8.2,21237,NA,NA,NA,NA,NA,NA,NA,34,1,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","tt0104573","0","Juice",1992,"Action, Crime, Drama","USA, UK","English","Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".",7.1,23405,506,6.22653666928747,20146880,16.8185599956585,20146880,16.8185599956585,60,72,20,0.2768,0.0605,0.2369,-0.2366,0.29,23.1491,0.566,0.3822,95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"2395","tt0104627","0","Knight Moves",1992,"Crime, Drama, Mystery","USA, Germany, Canada","English","During a chess tournament, grand master Peter is suspected of murdering Debi after sex. He helps the police as the murders continue.",6.1,7660,NA,NA,923418,13.7358372820424,923418,13.7358372820424,NA,33,30,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","tt0104647","0","Kuffs",1992,"Action, Comedy, Crime","USA","English","George Kuffs, 21, leaves a pregnant girlfriend. He visits his brother Brad to bum money off him. Brad's shot and George IDs the killer at SFPD but to no avail. He inherits Brad's patrol district. He keeps it to get the killer.",5.9,9697,NA,NA,21142815,16.8668106894278,21142815,16.8668106894278,NA,49,27,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","tt0104652","0","Kurenai no buta",1992,"Animation, Adventure, Comedy","Japan","Japanese","In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",7.7,74205,NA,NA,443059,13.0014582230035,1354729,14.1191119922933,83,125,94,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","tt0104670","0","Ladybugs",1992,"Comedy, Sport","USA","English","To climb the corporate ladder to success, a guy agrees to coach the company's all girl soccer team with the help of his secret weapon: his fiancee's son.",5.5,8694,NA,NA,14796494,16.5099008187791,14796494,16.5099008187791,NA,42,19,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","tt0104684","0","Lat sau san taam",1992,"Action, Crime, Thriller","Hong Kong","Cantonese, English","A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.",7.8,45920,NA,NA,NA,NA,NA,NA,NA,280,101,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","tt0104691","0","The Last of the Mohicans",1992,"Action, Adventure, Drama","USA","English, French, North American Indian","Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.",7.7,145731,407,6.00881318544259,75505856,18.1397207741253,75505856,18.1397207741253,76,444,99,0.393,0.1132,-0.2197,0.0164,0.2685,31.0941,0.4821,0.4294,112,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"2401","tt0104692","0","The Lawnmower Man",1992,"Horror, Sci-Fi","UK, USA, Japan","English","A simple man is turned into a genius through the application of computer science.",5.5,33384,NA,NA,32100816,17.2843920083379,32100816,17.2843920083379,42,123,71,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","tt0104694","0","A League of Their Own",1992,"Comedy, Drama, Family","USA","English","Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.",7.3,91488,NA,NA,107533928,18.4933169650402,132440069,18.7016407916338,67,223,64,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","tt0104695","0","Leap of Faith",1992,"Comedy, Drama, Romance","USA","English","Fake faith healer Jonas Nightingale is stranded in a small town where he finds he can't fool all of the people all of the time.",6.1,11987,NA,NA,23369283,16.966933025685,23369283,16.966933025685,NA,79,18,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","tt0104714","0","Lethal Weapon 3",1992,"Action, Crime, Thriller","USA","English","Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.",6.7,154580,NA,NA,144731527,18.7903910462387,321731527,19.5892279886508,40,157,87,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","tt0104756","0","Lorenzo's Oil",1992,"Drama","USA","English, Italian","A boy develops a disease so rare that nobody is working on a cure, so his father decides to learn all about it and tackle the problem himself.",7.3,20186,NA,NA,7286388,15.8015185079464,7286388,15.8015185079464,80,79,32,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
