"","imdb","iw","original_title","year","genre","country","language","description","avg_vote","votes","budget","log_budget","usa_gross_income","log_usa_gross_income","worldwide_gross_income","log_worldwide_gross_income","metascore","reviews_from_users","reviews_from_critics","ope","con","ext","agr","neu","age","gender","relation","duration","genre_family","genre_fantasy","genre_sport","genre_biography","genre_crime","genre_romance","genre_animation","genre_music","genre_comedy","genre_war","genre_sci.fi","genre_horror","genre_western","genre_thriller","genre_mystery","genre_drama","genre_action","genre_history","genre_documentary","genre_musical","genre_adventure"
"2406","tt0104779","0","Bitter Moon",1992,"Drama, Romance, Thriller","France, UK","English, French","After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.",7.2,34595,NA,NA,1862805,14.4375939742182,1862805,14.4375939742182,NA,121,76,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","tt0104797","0","Malcolm X",1992,"Biography, Drama, History","USA, Japan","English","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",7.7,83487,NA,NA,48169910,17.6902451102218,48169910,17.6902451102218,73,188,74,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","tt0104815","0","El mariachi",1992,"Action, Crime, Thriller","Mexico, USA","Spanish","A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.",6.9,62362,NA,NA,2040920,14.5289112445515,2040920,14.5289112445515,73,139,60,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","tt0104839","0","Medicine Man",1992,"Adventure, Drama, Romance","USA","English","In the beautiful and dangerous Amazon rainforest, dissimilar people must make their choices between business, science, and love.",6,20824,NA,NA,45500797,17.6332404002513,45500797,17.6332404002513,NA,72,25,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","tt0104850","0","Memoirs of an Invisible Man",1992,"Comedy, Romance, Sci-Fi","USA, France","English","After a freak accident, a yuppie turns invisible and runs from a treacherous CIA official, while trying to cope with his new life.",6,22145,NA,NA,14358033,16.4798201344862,14358033,16.4798201344862,48,83,76,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","tt0104860","0","Mi nismo andjeli",1992,"Comedy, Fantasy, Romance","Federal Republic of Yugoslavia","Serbian","Angel and the devil fight for the soul of a Belgrade playboy who made a young girl pregnant.",8.4,7963,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","tt0104868","0","The Mighty Ducks",1992,"Comedy, Drama, Family","USA","English","A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.",6.5,57227,NA,NA,50752337,17.742468224087,50752337,17.742468224087,46,60,32,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","tt0104926","0","Mr. Baseball",1992,"Comedy, Romance, Sport","USA, Japan","English, Japanese","Jack Elliot, once a great baseball player, is forced to play in Japan where his brash, egotistical ways cause friction with his new teammates and friends.",6,9929,NA,NA,20883046,16.8544481915651,20883046,16.8544481915651,NA,53,16,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","tt0104940","0","The Muppet Christmas Carol",1992,"Comedy, Drama, Family","USA, UK","English","The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.",7.7,46386,NA,NA,27281507,17.1217196313492,32319318,17.2911756899094,64,179,80,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","tt0104952","0","My Cousin Vinny",1992,"Comedy, Crime","USA","English","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",7.6,104026,NA,NA,52929168,17.7844651248366,64088552,17.9757763099969,68,258,53,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","tt0104990","0","Newsies",1992,"Drama, Family, History","USA","English","A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.",7,18513,NA,NA,2819485,14.852064802123,2819485,14.852064802123,46,303,33,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","tt0105017","0","Noises Off...",1992,"Comedy","USA","English","A travelling theater group find so much action going on behind-the-scenes, they almost ruin the performances.",7.6,10111,NA,NA,2280148,14.6397509111046,2280148,14.6397509111046,NA,112,19,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","tt0105046","0","Of Mice and Men",1992,"Drama, Western","USA","English","Two drifters, one a gentle but slow giant, try to make money working the fields during the Depression so they can fulfill their dreams.",7.5,39694,NA,NA,5471088,15.5149880577274,5471088,15.5149880577274,NA,206,35,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","tt0105104","0","Passenger 57",1992,"Action, Crime, Thriller","USA","English","An airline security expert must take action when he finds himself trapped on a passenger jet when terrorists seize control of it.",5.9,44198,NA,NA,44065653,17.6011911934235,44065653,17.6011911934235,NA,123,45,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","tt0105112","0","Patriot Games",1992,"Action, Thriller","USA","English","When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.",6.9,100936,NA,NA,83351587,18.2385782071718,178051587,18.997583880875,64,154,62,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","tt0105121","0","The People Under the Stairs",1991,"Comedy, Horror, Mystery","USA","English","Two adults and a juvenile break into a house occupied by a brother and sister and their stolen children. There, they must fight for their lives.",6.4,30481,NA,NA,24204154,17.0020348292888,31347154,17.2606340394231,57,166,150,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","tt0105128","0","Pet Sematary II",1992,"Fantasy, Horror","USA","English","A teenage boy and his father move to his recently-deceased mother's hometown, where they encounter the ancient Native American cemetery with the power to raise the dead.",4.9,18953,NA,NA,17092453,16.6541475790223,17092453,16.6541475790223,35,130,51,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","tt0105130","0","Peter's Friends",1992,"Comedy, Drama, Romance","UK","English","Six former college friends, with two new friends, gather for a New Year's Eve weekend reunion at a large English countryside manor after ten years to reminisce about the good times now long gone.",7,10200,NA,NA,4058564,15.216339774432,4058564,15.216339774432,NA,54,24,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","tt0105151","0","The Player",1992,"Comedy, Crime, Drama","USA","English","A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",7.5,53449,NA,NA,21706101,16.8931039310686,21706101,16.8931039310686,86,197,89,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","tt0105156","0","Poison Ivy",1992,"Drama, Thriller","USA","English","A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.",5.4,16928,NA,NA,1829804,14.4197194152564,1829804,14.4197194152564,51,60,34,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","tt0105159","0","The Power of One",1992,"Drama, Sport","Australia, France, USA","English","An English boy, living in Africa during World War II, through his boxing prowess, becomes a symbol of hope, in a time of war.",7.2,9091,NA,NA,2827107,14.8547644852697,2827107,14.8547644852697,40,79,11,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","tt0105165","0","Prelude to a Kiss",1992,"Comedy, Fantasy, Romance","USA","English, Dutch","A couple fall in love despite the girl's pessimistic outlook. As they struggle to come to terms with their relationship, something supernatural happens that tests it.",5.6,7569,NA,NA,20006730,16.8115792749148,22697691,16.9377737592163,NA,40,25,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","tt0105211","0","Radio Flyer",1992,"Drama","USA","English","A father recounts a dark period of his childhood when he and his little brother lived in the suburbs.",7,12218,NA,NA,4651977,15.3528028484984,4651977,15.3528028484984,NA,78,14,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","tt0105217","0","Raising Cain",1992,"Crime, Drama, Horror","USA","English, Spanish","The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.",6.1,13863,NA,NA,21370057,16.8775012945824,37170057,17.431014075767,NA,103,71,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","tt0105219","0","Rapid Fire",1992,"Action, Crime, Drama","USA","English, Cantonese","When student Jake Lo witnesses a killing, he finds himself caught between two feuding drug lords. Betrayed and set up by the federal agents, the only person he can trust is Ryan, a Chicago cop who reminds Jake of his deceased father.",6.3,8167,NA,NA,14356479,16.4797118965331,14356479,16.4797118965331,NA,64,53,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","tt0105226","0","Red Rock West",1993,"Crime, Drama, Thriller","USA","English","Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",7,19796,NA,NA,2502551,14.7328211695842,2502551,14.7328211695842,79,92,56,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","tt0105236","0","Reservoir Dogs",1992,"Crime, Drama, Thriller","USA","English","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",8.3,896551,1200000,13.9978321147582,2832029,14.8565039738563,2889963,14.8767542572385,79,1163,205,0.5782,-0.2714,-0.1819,-0.2931,-0.0198,25.5334,0.4465,0.4272,99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2433","tt0105265","0","A River Runs Through It",1992,"Drama","USA","English","The story about two sons of a stern minister -- one reserved, one rebellious -- growing up in rural Montana while devoted to fly fishing.",7.2,52491,NA,NA,43440294,17.5868980015229,43440294,17.5868980015229,68,165,55,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","tt0105271","0","Roja",1992,"Drama, Romance, Thriller","India","Tamil","A woman from a village in Tamil Nadu marries a sophisticated city dweller and moves with him to Kashmir, where all is rosy - until he gets kidnapped by militants.",8.2,11381,NA,NA,NA,NA,NA,NA,NA,18,3,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","tt0105275","0","Romper Stomper",1992,"Crime, Drama","Australia","English, Vietnamese, German, Japanese","A group of skinheads become alarmed at the way their neighbourhood is changing.",6.8,36930,NA,NA,175340,12.0744822251426,175340,12.0744822251426,61,157,43,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","tt0105323","0","Scent of a Woman",1992,"Drama","USA","English","A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",8,253857,3.107,1.13365763041091,63095253,17.9601560948876,134095253,18.7140609486693,59,414,62,0.5168,-0.0833,-0.2061,-0.2838,0.0027,26.5508,0.4966,0.3911,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2437","tt0105327","0","School Ties",1992,"Drama","USA","English, Hebrew, French","Set in the 1950s, a star-quarterback is given an opportunity to attend an elite preparatory school but must conceal the fact that he is Jewish.",6.9,21876,NA,NA,14715067,16.5043824928164,14715067,16.5043824928164,65,95,23,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","tt0105378","0","Shadows and Fog",1991,"Comedy","USA","English","With a serial strangler on the loose, a bookkeeper wanders around town searching for the vigilante group intent on catching the killer.",6.7,15840,NA,NA,2735731,14.8219092341775,2735731,14.8219092341775,NA,83,38,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","tt0105391","0","Shining Through",1992,"Drama, Romance, Thriller","USA, UK","English, German","An American woman of Irish, Jewish-German parentage goes undercover in Nazi Germany.",6.5,8967,NA,NA,21633781,16.8897665861665,43838238,17.5960170081905,NA,105,24,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","tt0105399","0","Seong lung wui",1992,"Action, Comedy","Hong Kong","Cantonese","Identical twins are separated at birth, one becoming a streetwise mechanic, and the other an acclaimed classical concert conductor. Finally meeting in adulthood, they each become mistaken for the other and entangled in each other's world.",6.5,10741,NA,NA,8359717,15.9389351328133,8359717,15.9389351328133,54,59,47,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441","tt0105402","0","Sidekicks",1992,"Action, Adventure, Comedy","USA","English","A bullied teen who fantasizes about being Chuck Norris' sidekick trains in martial arts to fulfill his dreams.",5.1,7735,NA,NA,17180393,16.6592793496953,17180393,16.6592793496953,NA,43,19,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442","tt0105414","0","Single White Female",1992,"Drama, Thriller","USA","English","A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.",6.4,31532,NA,NA,48017402,17.6870740448365,48017402,17.6870740448365,63,108,70,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","tt0105415","0","Singles",1992,"Comedy, Drama, Romance","USA","English","A group of twenty-something friends most of whom live in the same apartment complex search for love and success in grunge-era Seattle.",6.7,27217,NA,NA,18471850,16.7317585095851,18471850,16.7317585095851,NA,92,39,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","tt0105417","0","Sister Act",1992,"Comedy, Crime, Family","USA","English","When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in.",6.4,85553,NA,NA,139605150,18.7543286387296,231605150,19.2605445400307,51,136,32,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","tt0105428","0","Sleepwalkers",1992,"Fantasy, Horror","USA","English","A mother-and-son team of strange supernatural creatures move to a small town to seek out a young virgin to feed on.",5.3,19824,NA,NA,30524763,17.2340488138031,30524763,17.2340488138031,38,136,85,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","tt0105435","0","Sneakers",1992,"Comedy, Crime, Drama","USA","English, Russian, Chinese","A security pro finds his past coming back to haunt him, when he and his unique team are tasked with retrieving a particularly important item.",7.1,51281,NA,NA,51432691,17.7557845399288,105232691,18.4716845609454,65,128,68,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","tt0105459","1","Split Second",1992,"Action, Crime, Horror","UK","English","In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human.",6.2,11940,NA,NA,5430822,15.5076010616686,5430822,15.5076010616686,NA,101,63,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448","tt0105466","0","Stay Tuned",1992,"Adventure, Comedy, Fantasy","USA","English","A husband and wife are sucked into a hellish television set and have to survive a gauntlet of twisted versions of shows they find themselves in.",6.3,10251,NA,NA,10736401,16.1891504884648,10736401,16.1891504884648,NA,55,27,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449","tt0105477","0","Stop! Or My Mom Will Shoot",1992,"Action, Comedy","USA","English","A tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.",4.3,37776,NA,NA,28411210,17.1622943435605,70611210,18.0726994717287,NA,92,25,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2450","tt0105488","0","Strictly Ballroom",1992,"Comedy, Drama, Music","Australia, UK","English, Spanish","A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.",7.2,24576,NA,NA,11738022,16.2783438743532,11738022,16.2783438743532,72,179,70,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","tt0105585","0","Thunderheart",1992,"Crime, Mystery, Thriller","USA","English, Sioux","A young mixed-blood FBI agent is assigned to work with a cynical veteran investigator on a murder on a poverty-stricken Sioux reservation.",6.8,13704,NA,NA,22660758,16.9361452640197,22660758,16.9361452640197,NA,95,20,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","tt0105616","0","Tom and Jerry: The Movie",1992,"Animation, Comedy, Family","USA, Germany","English","Cat and mouse duo Tom and Jerry reluctantly work together to save a young girl from her evil aunt.",5.4,9250,3500000,15.0682735264596,3560469,15.0854028357241,3560469,15.0854028357241,NA,68,11,0.0302,-0.1116,-0.0937,0.0816,0.2074,22.9387,0.5966,0.3586,84,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"2453","tt0105629","0","Toys",1992,"Adventure, Comedy, Drama","USA","English","When Lieutenant General Leland Zevo (Sir Michael Gambon) inherits a toymaking company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever.",5.1,30054,NA,NA,23278931,16.9630592605292,23278931,16.9630592605292,40,161,30,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2454","tt0105636","0","Trespass",1992,"Action, Thriller","USA","English","2 firemen in a burning building get a treasure map. Stolen gold church items are hidden in a closed down factory in St. Louis. Once there, they're trapped in by a black gang considering it their territory. Lots of shooting.",6.3,9923,NA,NA,13249535,16.3994730154411,13249535,16.3994730154411,NA,65,43,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","tt0105643","0","Troll 2",1990,"Comedy, Fantasy, Horror","Italy","English","A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them.",2.9,30341,NA,NA,NA,NA,NA,NA,NA,459,150,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456","tt0105665","0","Twin Peaks: Fire Walk with Me",1992,"Drama, Horror, Mystery","France, USA","English","Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town.",7.3,83877,NA,NA,4160851,15.2412301786241,4183547,15.2466700092668,28,272,131,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","tt0105682","0","Un coeur en hiver",1992,"Drama, Romance","France","French","Beautiful violin virtuoso Camille has two obsessions: the music of Ravel, and a friend of her husband's who crafts violins. But his heart seems to be as cold as her playing is passionate.",7.6,8756,NA,NA,1605437,14.2889065516297,1605437,14.2889065516297,NA,66,38,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","tt0105690","0","Under Siege",1992,"Action, Thriller","France, USA","English, Italian","An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.",6.5,74910,NA,NA,83563139,18.241113059768,156563139,18.8689699306723,58,201,96,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
